Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
113816,-1.217202,0.255708,0.08834,0.107705,0.555846,0.147323,-1.189459,0.613254,0.840884,1.319479,1.363653,0.476433,-1.142837,-1.529384,-0.227094,0.919471,0.855035,0.273999,-0.036559,1.903735,0.574032,-0.087273,-0.645441,-1.008605,-1.107064,-1.008493,0.280952,-0.01807,11.12,0
27031,-0.651064,-0.633945,0.527537,-0.261466,1.685665,0.3417,-1.044574,-1.736816,-0.078239,-0.089123,0.313766,1.210691,1.079113,-0.578901,-1.293819,-1.234121,-0.736802,-0.366732,0.305062,-0.800968,0.280392,0.36204,0.143344,-1.128623,0.467827,2.08127,0.245897,-2.953075,14.72,0
62117,-1.707649,-0.250751,0.785741,1.35433,-0.24478,0.491669,-2.855989,-0.432928,-0.456362,1.491168,0.392933,0.494255,0.442328,0.045443,1.532365,-2.30528,0.14621,1.129803,-1.891393,0.837918,-0.761163,0.109816,-0.780359,0.959152,-0.288362,0.845797,0.43533,-0.793792,38.05,0
148727,-1.366177,-0.022763,0.150996,0.708961,-0.149034,-0.178668,-0.278493,0.152702,-0.133664,0.939087,0.310845,0.108002,-0.041732,-0.941825,-0.000653,-0.646528,0.346551,-0.208859,1.664315,-1.261951,-3.100518,0.267663,-0.643247,0.161061,-1.235638,1.90896,-0.386511,-0.707946,29.13,0
111004,1.689208,0.124948,0.566494,0.960784,-2.050559,-1.019216,0.102562,1.555945,0.629761,0.3297,-0.228112,0.426794,-0.596441,-0.779829,-0.692937,1.340482,-0.840252,-0.398777,0.471011,-0.880185,0.226164,0.225804,-0.624454,-0.25878,-0.943576,1.382766,0.257594,-1.048643,1908.2,0
100801,-0.465428,0.261125,-1.2824,1.115305,-0.582994,0.400289,-0.251568,0.388834,0.44344,-0.144663,-1.865965,1.091015,-0.139903,0.368006,0.691719,-0.457174,0.517135,-0.747602,0.387543,0.019703,-0.422495,0.046992,-1.055193,0.30904,0.412822,0.34564,1.502171,-0.094974,63.09,0
136778,-0.061948,-1.848181,-1.128787,0.474947,-1.352657,-0.07342,-2.122442,-0.102952,-2.053509,-0.604579,-0.437739,0.123026,-0.252551,-1.235901,-1.217215,-1.614109,0.206486,0.162353,0.669408,-0.500142,-1.734343,-0.315999,0.011047,-1.164749,-1.06984,0.450923,0.100622,1.132869,179.09,0
166437,0.137294,-0.560541,-0.906788,-0.116554,-1.501004,0.394381,0.177316,0.172346,0.717627,1.450971,-0.070431,0.076933,-0.369665,0.551511,-0.007616,1.15506,1.134047,0.316075,-0.079611,-0.273247,0.480367,0.483027,-0.273633,0.288443,-0.774222,0.450929,-0.69019,0.772036,15.36,0
129744,-1.40196,-0.415998,0.834401,1.402977,-1.590765,0.372352,-0.401872,-0.324221,-1.064242,-0.220063,-1.109179,-0.265851,1.148258,0.631238,1.913752,0.526357,0.174518,0.552896,-0.775798,-2.086028,0.796171,-1.795329,1.121601,0.750814,-0.849521,-0.43609,-0.011539,-0.922171,41.95,0
114478,0.350353,-0.559662,-0.302099,-0.950206,1.557244,0.561481,1.976173,2.296383,-1.404156,0.985228,-1.357964,0.177417,0.314729,-1.287166,-0.737518,0.360351,0.176301,-1.018372,-0.698031,-1.49144,-1.202924,-0.37142,0.987453,1.114233,1.833437,0.424264,0.188283,0.495146,24.66,0
154619,-0.931374,-0.476354,-1.262643,0.637456,1.324515,-0.358394,-1.861395,0.36047,-0.861983,-0.710669,0.311527,1.231984,0.739502,0.429501,-0.157252,-1.320436,0.347942,0.71773,-0.595082,-0.366363,1.110052,-0.392476,-0.270561,-0.0884,0.665558,0.293331,0.219263,1.517869,14.82,0
123242,-0.67729,0.930972,1.555881,-1.380698,0.541563,0.06279,-0.519185,-1.093256,1.05192,0.20799,-0.20713,0.542382,-0.127481,-0.704072,0.128952,-0.028006,-1.774188,-0.629567,-1.264395,-1.651402,0.467699,-0.668767,1.041406,-1.828596,-0.297754,-0.615926,-1.577965,0.005087,56.21,0
24707,-0.116323,-0.29232,0.912483,-0.141293,-0.064061,0.529893,0.207961,1.642276,-1.761367,0.299907,-0.705606,-0.942087,-0.457064,0.054679,0.099069,-1.517306,-0.541084,0.281222,-0.87693,-1.114784,-2.256132,-0.663193,-1.149629,-0.983933,-0.27182,-0.599829,-1.166238,-2.115842,6.23,0
20307,0.171462,-0.300382,0.194203,-0.836178,-0.379847,0.177571,0.164318,-0.106419,-1.388185,0.63641,0.834228,1.64369,0.441776,0.001462,-1.01303,1.492018,0.247833,0.193373,-0.254056,-0.31797,0.688267,-1.021441,1.625432,1.407526,-0.354062,-0.863865,-2.015206,-1.251414,21.3,0
155712,0.599441,-1.549243,-0.453929,-0.623005,0.809988,-1.549191,0.106759,-2.339693,0.37951,0.125129,-0.510961,1.428297,-2.62315,-0.018155,1.197599,0.128809,1.366066,-0.450573,-0.167161,1.233257,0.894554,2.399253,0.102817,0.200246,-0.4614,-0.204054,1.078066,-0.000265,13.16,0
4392,0.028597,1.580233,0.952293,2.946213,-0.409455,0.076616,1.568709,-1.543538,1.316944,0.439303,-0.888211,-1.36304,-0.672489,-2.28482,-0.489539,0.622556,-0.476301,1.388313,1.659948,1.275644,0.230641,-2.324679,-0.703697,-0.142039,-0.893868,-0.139505,1.610067,-1.645777,12.43,0
90239,-0.711461,0.648578,0.053887,0.938477,-0.23792,-0.924986,-0.598587,-0.584485,2.064551,0.076505,0.004633,0.882027,-7e-05,1.121676,-0.372078,-0.47364,-0.980273,1.850047,-0.069825,-1.174042,0.196827,-0.650054,-0.389601,0.310753,1.520985,0.101585,-0.711037,-0.504915,4.22,0
154837,-1.610898,1.049911,-0.543234,0.850887,0.512682,-0.833128,0.868906,0.318617,0.175048,-0.468151,-1.102724,-0.41868,-0.440448,0.851619,-1.648985,1.470715,1.525595,-0.641004,1.401574,-1.005582,1.127126,-0.819659,1.033437,-1.437393,1.082852,1.288581,-1.469573,1.757259,20.0,0
5942,1.10926,-1.462036,1.171581,2.028357,0.874834,-2.156981,1.063566,2.246129,-0.303032,-0.034703,-1.188487,0.312079,1.269177,0.697737,3.141967,0.033027,-1.630673,0.170971,-2.416452,-0.533104,1.624382,0.325134,0.179417,1.82078,-0.2706,1.26182,0.129307,0.380047,25.5,0
114039,-0.325915,0.736478,1.809175,-0.823347,-0.674286,-2.217052,-0.026331,-0.127621,0.89279,-0.086813,-0.588109,0.192686,0.557068,-1.617729,1.006891,1.306303,0.547455,-0.934555,-0.326027,1.182874,-0.978221,0.628644,-0.050772,0.160193,-0.835771,0.330664,0.259076,-1.509359,19.75,0
119553,-0.712105,0.137222,-1.651751,0.034357,1.561775,-0.703963,-0.176855,1.024562,0.754673,0.061839,-0.058529,-1.235558,0.491153,-1.343375,-2.065185,1.008103,0.386986,0.879736,-0.73651,0.466364,-0.439068,-0.327243,0.973754,-0.149791,-0.696386,-1.365518,0.360689,1.059476,750.3,0
15773,0.407656,0.528768,-1.057471,-0.749811,1.485868,-0.220572,0.306014,1.054666,0.463443,0.546523,0.894578,-2.116664,-0.48995,0.468606,1.387644,0.066096,-0.844716,-0.818086,0.883861,-0.217774,-0.0072,0.61503,-2.901524,2.000368,-0.731074,0.241936,-1.704697,-0.422541,63.28,0
109055,1.40988,0.033564,-0.878327,1.413214,-1.206475,-0.795972,0.489919,0.080817,0.273964,-0.368318,-1.199394,-0.652256,1.320399,-1.336981,1.644467,0.315859,-0.596805,-2.002053,-1.870686,-0.355884,-0.477044,0.117749,1.719144,0.537594,-0.128689,1.216844,0.150654,1.599709,56.28,0
85103,0.874237,-0.799749,-0.245906,1.516136,-1.560562,1.380714,0.846407,0.509141,0.131696,1.970138,2.117924,-0.61523,0.612205,1.874376,-0.785045,0.24314,1.003875,-2.014893,0.828555,-1.088432,0.192331,1.144345,-2.389181,0.785859,2.038329,-0.533301,0.57669,1.335286,63.1,0
119388,1.017564,0.207926,0.869835,1.34551,1.68093,0.490947,-0.866547,-0.172582,-0.026138,-0.573209,-0.740154,0.174501,-0.983308,-1.1774,-1.694436,0.480337,0.341248,-0.324676,0.994231,-0.998809,0.380874,0.054163,-0.74068,-0.492542,-0.569496,0.252754,0.593429,-0.426394,24.79,0
45824,1.814009,-1.8007,1.791265,0.147351,0.184133,-1.279798,-0.451163,1.747376,-0.047683,-0.444499,0.405719,-0.192218,0.345151,-0.849741,-0.077153,-0.641076,-1.803967,0.481958,-1.233773,-0.164741,0.926068,-1.497813,0.604684,-0.299813,-0.966523,2.022923,-0.000556,-0.568093,96.71,0
48515,-2.14404,0.17562,0.981781,-1.645924,1.089009,-0.698788,0.206862,-0.553575,0.572918,1.024948,0.64701,-0.003981,-0.475855,-0.069302,0.655971,0.690266,0.550827,-1.282578,-0.023022,-0.633429,0.664929,-0.764972,0.452054,-0.282188,-1.879096,0.930959,-0.025287,1.275977,17.88,0
153281,0.005785,0.463256,-1.235778,-0.152651,-0.50553,0.951933,1.751825,-0.777063,1.27999,-1.458372,0.200674,0.259997,-1.483914,-0.828427,-0.925721,-1.311399,-2.666218,-0.207249,-0.086774,-0.094625,0.765706,-1.937831,-0.38105,2.559978,0.886756,0.892464,-1.016594,-0.195904,16.09,0
120268,1.359331,-0.806951,0.392603,-1.842618,-1.674198,-0.499494,-0.875445,-0.493343,0.328494,1.22529,1.171752,0.413194,-1.087119,-0.557388,0.637183,-0.826117,-1.266917,0.492317,-0.048363,-0.210919,1.109802,1.088808,1.781118,-0.651412,0.429734,0.019008,0.338316,-1.134381,2.22,0
7457,0.912375,-1.597712,-0.516256,0.931776,-0.799539,0.351548,0.950796,-3.388428,-0.108038,-0.068791,-0.412072,0.301695,0.65752,0.142051,-0.373827,0.632621,0.049053,-0.2307,-1.312279,-1.562655,-1.33123,0.278329,-0.079079,-1.480284,0.645918,1.37431,-0.598494,-1.740982,73.49,0
164257,0.869105,-1.520371,-0.204063,-1.591822,0.267321,-1.377898,-0.243368,0.206397,-0.391199,-2.26195,1.662333,-0.497376,-1.609507,0.761196,0.79857,-0.302181,1.536248,-0.740696,0.175649,0.510802,1.513998,-1.943309,2.291806,1.173873,0.449456,-0.799652,-0.883669,0.287831,7.49,0
102091,-1.022098,0.402357,0.963612,0.964599,-0.852819,0.388659,-0.899883,-0.210548,0.520168,1.061375,-2.149397,0.098635,1.407293,0.232219,0.082613,-0.563007,1.380753,-0.516784,-0.100149,-0.470213,0.108196,1.425652,-0.906107,0.112553,0.391065,-0.812332,-0.059016,1.85134,41.85,0
89642,0.839577,-0.058429,1.128707,-2.034895,-0.321609,1.337177,-1.126882,1.03481,-0.23569,0.434129,1.264657,0.429836,-0.59125,0.562063,-0.6618,0.273367,-1.251843,0.029095,1.189293,-0.29877,1.09369,3.09343,-0.028947,0.614192,0.476863,0.225104,0.787896,-0.248095,202.76,0
86858,-0.70692,1.271909,0.828639,-0.746273,-1.878724,-0.725516,0.543534,-0.65826,0.330068,1.419771,-0.093027,0.23396,0.684904,-1.082084,-0.773049,0.726161,0.036968,0.121759,0.033286,0.978294,0.435713,0.44882,1.222198,1.606574,2.243592,-0.579014,2.469407,-1.096773,281.42,0
39136,0.077011,-0.967335,1.597121,-1.471081,-0.614009,0.93666,0.042352,0.549215,1.533164,1.003802,0.137476,2.089343,-0.628336,-0.10031,-0.03044,-0.102422,-1.069211,-1.58365,0.417202,-0.633474,1.907809,-0.072542,-0.251489,1.09434,0.402193,-0.175517,-0.640732,3.657702,376.26,0
12751,-0.580778,0.853713,0.132137,1.330617,0.195375,0.992461,-0.06407,-0.590275,1.480568,-0.70935,0.343845,0.768897,0.841493,-1.165443,1.05195,-0.978955,0.810704,0.535173,0.818631,-1.205004,0.58793,1.085594,0.193396,-0.818617,0.919748,0.11392,-1.674444,-0.896189,5.41,0
78805,-0.148621,-0.973261,0.956335,-0.050659,0.521944,-0.121123,0.461819,-0.014493,-0.09255,0.02999,2.96087,0.802407,2.586058,-0.008102,-0.309058,-1.074197,1.603231,-0.905185,1.809561,-1.016188,0.88666,-1.591007,-0.441956,0.022082,-0.597491,-0.169327,-0.164545,0.806934,108.19,0
60635,-0.114335,0.988135,-2.119639,1.234209,-0.330223,-0.027165,-0.50242,-1.713237,-0.782989,2.09741,-1.096045,-1.588542,0.141291,-0.085777,-0.32333,0.014448,0.644203,-0.587164,0.19441,1.023875,-0.995289,-2.322181,0.670808,2.502963,-0.007355,0.201932,-0.295808,1.588061,13.83,0
113630,0.656392,-0.455438,-1.233752,-0.65908,-0.527903,-0.9646,1.60555,1.416829,1.58849,0.179196,0.280464,-0.652614,-0.847071,0.021726,0.652356,1.195768,-0.545989,-1.252734,0.733985,-1.818144,-0.039211,0.089305,-0.378788,-1.545245,-0.365611,1.642542,0.591722,1.161715,6.68,0
52634,-0.072398,1.026142,-1.379782,0.087779,0.91505,-0.086187,0.721581,-0.287272,0.170828,0.440785,-0.572002,1.990676,0.57758,1.302985,1.071024,0.327289,1.385789,0.187915,-0.729775,0.014819,-1.006167,-2.101704,-0.852542,0.072882,1.061925,-0.855519,1.010162,-1.210683,119.98,0
85323,0.520646,-0.167659,-1.014174,1.04776,0.628053,0.114584,0.596367,0.768941,-0.761732,0.56068,-0.553036,0.802033,-0.1924,0.61172,-0.433795,0.663702,-0.978769,0.036169,0.980633,0.467205,0.192029,1.803561,1.023637,0.85554,0.658028,0.782697,1.657102,-0.417669,35.26,0
84573,0.384935,0.763949,-1.333661,-0.315023,1.49266,0.659828,0.446972,0.990959,1.804545,0.018534,-0.407189,0.988538,-0.187453,-0.928019,-0.540066,0.31233,-0.449596,-0.374975,-1.027316,1.435367,-0.342627,-0.711511,-0.605123,0.802526,0.573199,-0.501855,0.032313,0.276704,106.11,0
149823,1.050964,-0.148059,-1.163563,0.055688,-0.688936,2.230687,-0.158177,0.637459,1.702392,-1.096749,-2.27973,0.490014,0.678327,-0.414097,-1.156253,0.309819,-0.023747,0.322201,-1.132956,0.324796,0.819535,-1.505888,1.460417,0.254493,0.850944,-1.278931,0.682585,-1.644642,7.47,0
70663,-0.659984,-0.775167,0.951292,-1.744948,1.640147,-0.304939,0.614912,0.528708,0.151232,-0.600686,1.242373,-0.514851,-0.731249,0.87771,0.14575,1.357822,-0.062667,-0.650875,0.274743,-0.447617,-0.621923,0.831888,1.831555,-0.246462,-0.974741,-0.153456,0.514801,0.25748,26.79,0
42805,0.071324,-2.549423,0.44272,0.996351,-1.152062,0.408727,1.82996,0.112066,1.141629,-0.442155,-0.017964,-0.204621,-0.38712,-0.147722,-1.630682,-0.33088,1.337806,-0.96369,-1.066133,0.061212,0.111183,0.377465,-0.113739,0.071864,-0.350885,-1.275796,-0.071392,0.724597,17.2,0
118018,-0.557161,1.581203,-1.014461,0.066766,1.108239,1.841549,-0.694802,0.960806,-0.632265,1.37716,1.729467,-0.889595,0.653464,1.113287,-0.294267,0.547714,0.600017,2.00965,-1.971002,-0.055914,-1.250253,0.013798,-0.782858,-0.254917,-0.874147,0.155367,1.073894,-0.372735,9.74,0
8895,1.099905,-0.858106,0.433121,1.187044,-0.987082,1.486747,1.638941,2.625086,0.230933,0.236425,0.826994,0.797803,1.126367,0.784033,-0.106062,1.221997,-1.071254,0.005852,1.563736,-1.250246,-0.677476,0.671747,0.393912,-0.875025,-0.416194,-1.180782,0.980485,-0.255881,8.8,0
37292,-0.633478,0.664388,-0.679305,-0.824271,0.796996,0.450739,0.350011,-0.652887,1.293023,0.01449,2.38019,0.161166,-2.333348,-2.377876,0.62395,1.300494,-0.783828,2.100979,1.662999,0.210547,0.539454,0.89453,1.889995,0.682136,0.187932,0.672301,0.53736,0.92441,76.38,0
166303,0.338203,0.378952,0.364589,-1.232252,0.852193,2.505685,-0.882984,-0.041239,-1.372791,0.751921,0.750961,-1.504033,-1.312452,-2.081665,1.57038,-0.838717,-0.134211,-0.366654,0.988448,0.660222,0.606821,-0.812056,0.681231,0.928437,0.651697,-1.289062,-1.129744,1.737124,62.87,0
96984,0.897288,0.850086,-0.523668,-1.52042,0.190434,-0.746638,0.143749,1.34553,0.437492,1.296256,-1.01148,1.087456,1.676598,0.064322,2.322053,-0.857431,-0.638834,0.649936,0.054466,-0.742907,0.619104,0.355542,-0.586277,0.189052,0.759026,-0.608459,0.516996,-0.867043,319.75,0
48702,0.647326,1.044561,-0.389717,-1.848636,-0.167557,0.189406,0.098818,-0.56339,-0.152884,-0.749777,-1.111838,0.755669,0.097798,-0.150684,-0.507148,-0.180174,0.160316,1.728682,0.654537,-0.666309,-0.655764,-0.811681,-0.200521,-0.812451,0.474824,-2.643516,0.535168,0.275377,8.13,0
16087,1.244688,-1.916167,1.1262,-0.273696,0.487164,0.657524,0.441421,-0.864951,-0.364549,-1.461556,0.491796,1.702055,-1.824441,-0.761646,-0.181775,0.173341,0.879176,-0.1522,-0.315959,1.103131,0.661996,0.538978,0.112516,0.983152,-0.656309,-0.792694,0.746101,-1.625036,69.13,0
64774,-0.527886,0.088412,1.008072,0.07128,0.162355,-1.057323,-0.13406,-0.421754,0.681641,-0.764567,-0.860656,0.317429,1.980103,-0.175949,0.168208,0.948022,0.509904,0.516479,-0.095192,-0.075735,-0.755149,0.486373,0.463554,0.717165,-0.488104,0.830134,1.133335,-1.213958,5.16,0
7045,-0.682034,-1.17449,-1.536452,-1.190649,0.060029,-1.610844,-0.550727,0.813194,0.449011,-0.530508,1.68969,1.893036,0.026122,-2.468543,0.886448,-2.293976,1.476146,1.083585,1.774213,0.260266,-0.361386,-0.450101,-0.54626,0.981069,0.712271,0.120226,-0.722181,2.629213,1.79,0
5270,1.094784,-0.161208,1.584004,2.307792,-0.321623,-0.451005,0.149177,-0.47768,-0.62387,-0.536739,1.715756,0.771882,-0.480946,-2.455125,-1.544464,0.503429,-2.121556,0.292994,-1.065564,0.091806,0.063856,0.12059,-0.394422,-0.427286,-0.72079,0.483892,0.805193,-1.218973,3.84,0
94954,0.227613,0.578286,0.377045,-0.252644,-0.535793,-0.589562,-0.925271,-1.082119,1.838464,0.12471,-0.155301,-0.495884,0.428879,1.203664,0.723264,0.921589,-0.586529,-0.004129,-0.573378,0.107031,1.272591,0.439404,1.626714,-0.288524,-0.806961,0.512128,0.118858,0.322702,539.56,0
17533,1.359411,-0.239124,1.869615,-1.985662,0.857473,-0.86662,-0.49275,0.569414,0.561402,0.606428,-1.386158,1.44903,-0.900647,-0.767287,0.637897,-0.286721,0.308261,-2.156601,0.284324,0.217832,-0.509859,-2.074076,-0.212808,-0.037374,-0.367229,-1.836174,1.594734,-0.638862,807.73,0
73302,0.63885,1.801799,1.409178,-0.487428,0.63216,-0.091631,1.0621,-0.091812,-0.788697,1.373406,0.317796,-0.66353,-0.498726,-0.669921,-1.001747,-0.477515,0.373021,0.064061,-0.438217,1.495507,-2.010633,0.306136,-0.142759,-0.970181,0.364454,-0.219748,1.247073,0.868065,1.25,0
167592,-0.048352,-0.455314,1.077494,0.517113,0.101986,-1.744959,0.630402,1.979177,0.862306,-0.657695,-0.136352,0.45908,1.386661,-0.705751,-0.465514,-0.043167,-0.130683,0.79236,0.262298,-1.397177,-0.656782,-0.627997,-2.214917,0.929637,0.132425,-0.540679,0.90261,0.301329,14.38,0
28153,-1.152169,0.178031,0.123106,0.924334,-0.443736,1.194922,-0.540253,-1.345832,-1.132283,-0.062412,-0.065515,0.327861,-0.090374,0.977319,-0.261094,-1.996276,-0.121097,-2.006779,0.271391,1.057193,-0.986224,1.418557,0.842831,1.20648,0.189564,-0.992765,0.780815,-0.624601,105.49,0
91182,-1.661602,-1.249673,0.729036,1.539282,0.417296,-0.497337,-0.850516,-0.315315,1.213637,-0.342527,1.047761,0.652573,1.713926,0.200262,-0.049596,1.097672,-0.935263,-0.444017,-1.680005,-1.254325,1.923372,0.692315,-1.370702,1.194829,-0.703698,0.640951,0.626014,1.664991,11.61,0
95701,0.17322,-0.484434,0.195736,0.973371,1.076108,-0.489517,0.231006,1.477111,-0.467891,-0.649446,0.794403,0.618959,-0.836976,-1.399461,0.211556,-0.418597,-1.684076,-0.687203,0.60261,-0.151411,1.566104,-2.087237,1.337992,-0.343903,-0.488421,-1.551194,0.465082,-1.826762,90.9,0
7037,-1.095283,0.732975,-1.357255,-0.189081,-0.143512,-0.528662,-1.951118,-0.628929,-0.824968,0.16144,0.110491,0.377961,-0.675986,0.522778,-1.556007,-1.821905,-2.335573,-0.499297,-0.753298,0.789316,-0.648663,0.273376,0.813297,-0.686319,0.298052,1.001928,-1.238163,0.024852,8.64,0
80451,-2.779707,-1.033206,-0.194221,-0.996858,-0.798107,-0.499162,-0.945826,-0.772424,1.363233,0.614318,0.763943,-0.034123,1.011105,0.847798,0.598538,-0.654164,-0.442037,1.05813,-0.516734,-1.288524,-0.536018,1.559406,-0.535037,0.327655,-0.615688,0.763426,0.536799,-1.491185,56.15,0
94278,1.079717,1.376827,0.20225,-0.21255,-1.368177,-0.298105,-0.144888,-0.949685,-0.038224,-1.062379,1.113332,0.425824,-0.459604,0.188841,-1.10509,-1.003693,-0.633855,-0.191928,0.141202,0.145156,-1.318778,-0.080729,-0.818055,-3.408967,3.075586,-0.798651,-0.743152,-1.346436,169.12,0
153785,-0.401482,-0.097319,0.752775,-0.174588,-1.013862,-1.183942,0.167989,-0.633799,-0.408694,0.970465,0.434898,1.586896,-1.018197,-0.709191,0.183687,1.818798,-0.794865,0.038411,1.32123,0.049921,1.020004,1.957489,0.295124,0.458481,0.742945,-0.904371,-1.481567,0.158452,1.26,0
1961,0.541002,0.132936,0.519872,-0.118323,-0.049809,-1.119115,0.29776,-1.719541,0.283558,-0.280616,0.374585,-1.048828,-2.119357,-0.350865,-1.045913,-1.780557,0.767983,1.601238,-0.796951,-0.075771,-0.307786,-0.658898,0.663737,1.010141,-0.868607,0.044767,1.284533,0.689036,443.11,0
38751,-0.434775,0.462465,0.105862,0.824667,-0.602672,-1.749989,1.12209,-0.936149,0.506604,0.450857,-1.663753,1.049125,-0.566567,0.055055,-0.358183,1.622592,1.34349,-1.812335,2.258827,-0.678307,2.102437,-0.25621,-0.340917,-0.247328,-0.40079,2.524397,-0.076363,-0.302296,19.48,0
13301,-0.413709,1.070895,-0.474774,-2.286718,0.125751,-0.014198,-0.86205,0.095,-1.075265,0.32984,2.632924,-1.805605,-0.516242,-0.676505,-0.43326,1.019925,0.542827,0.848767,0.030496,-1.322099,-1.114685,0.74626,0.170832,1.260207,0.293262,-1.183015,-0.521902,0.564814,2.74,0
4580,1.811692,0.884726,0.268217,-0.713617,-0.87395,-1.626218,1.716765,1.537612,-1.406285,-0.552628,0.433145,-0.299509,-1.918675,-0.657773,1.951034,-0.589979,-0.163467,-1.145177,0.587763,0.115152,-0.74202,-1.304655,1.404543,-1.605543,0.503816,-2.153879,0.707212,0.970299,10.96,0
164163,0.233034,-1.242007,0.829899,0.212674,1.238008,-0.40695,0.449563,0.783397,0.429895,1.697789,-1.663218,0.174651,-0.405854,-0.47769,1.493535,-0.620212,0.852827,-1.054084,1.019513,-0.022452,-0.282761,-1.536755,-0.280683,-0.686754,1.747663,0.051666,-0.596496,-0.638847,880.25,0
127502,1.218023,1.034673,-0.167488,-0.404649,-0.023178,0.146562,-0.300097,0.999085,-1.424108,-0.711936,0.775242,0.324277,-0.679541,0.400468,-0.79296,-0.310116,1.043719,0.933084,0.288237,-1.051149,-0.377655,0.096466,1.455421,-1.782369,-0.872144,1.128603,1.360167,-0.069714,108.14,0
1589,0.227261,0.74798,1.005102,-0.507437,-0.329331,-0.096826,-0.475531,1.015687,-0.627311,1.251651,-0.366973,0.472397,0.166415,-0.97598,-0.01989,0.333644,-0.064293,-1.342707,1.701429,0.087699,-0.794303,1.620768,0.61739,-1.20017,-1.044495,-0.222395,0.297307,0.6228,37.03,0
77487,0.18074,1.418208,-0.819664,-0.439468,0.64106,1.497296,-1.24231,-1.700804,-0.000606,-0.103877,0.700169,0.54756,-0.033963,1.049215,-0.681018,0.211581,-1.215707,-0.042128,-1.461132,-1.115844,1.709452,-1.824538,-0.216652,0.827215,2.221356,0.177075,0.23422,0.039685,123.79,0
144333,-0.447146,-0.897132,-1.740929,0.785704,0.395418,0.093693,-1.138616,1.415466,0.105873,0.702889,-0.002987,-1.089422,0.992436,0.450768,-0.18141,0.433671,0.817544,0.660206,-1.711326,-1.490202,0.732849,-0.69612,-1.048613,0.372104,-1.078944,-0.479141,0.85227,-1.514142,66.35,0
16318,-0.204924,-0.067878,0.641816,-1.113853,0.737373,1.141133,1.634135,-2.143367,-0.182902,-1.965101,-2.435064,0.144093,-0.399152,0.299851,0.486128,1.247896,0.05392,2.923356,0.30641,1.842479,-2.332838,1.34974,-0.18076,-1.948347,0.420545,-0.302956,0.580053,1.011076,12.59,0
34336,0.829381,0.900578,0.373324,0.630392,0.761727,-0.993681,-1.064858,-0.794217,0.127542,-0.223171,-0.975571,0.775314,0.283045,0.168929,-0.257989,-0.378228,-0.841331,0.93374,-0.703493,0.20939,1.66201,-0.332258,0.960702,0.568709,0.311468,0.430348,-0.094907,0.034776,135.45,0
112308,0.724088,0.852606,-0.705831,1.751207,-0.587128,0.625254,0.223649,-2.025556,0.543903,0.454125,-1.766383,1.525333,0.458188,1.239401,-1.716107,-0.410432,1.180603,-1.568291,-0.38111,0.406502,-1.89458,-1.32139,1.382084,0.059795,1.1767,0.182096,2.455896,0.438732,151.3,0
153982,0.865276,-0.9248,0.718622,-0.283731,-0.441701,1.142451,1.787691,-1.941749,0.599436,0.177334,0.657883,-1.438514,-1.084321,-0.67143,0.213066,-0.732654,-0.323023,0.830528,2.048814,0.7592,0.859395,-0.181851,-0.890603,-0.325958,-0.057902,-1.160138,0.815121,1.519451,29.95,0
7948,-0.78102,-0.370506,-1.010594,-0.067184,0.831628,-0.027671,2.363633,0.42136,0.229954,-0.908302,-0.238533,-0.779014,-2.165645,0.974262,-0.511451,-0.7604,0.21057,0.5125,-0.320775,-0.002602,0.746187,-0.360194,0.302334,-1.659245,-1.241319,0.60554,-1.293559,0.234138,129.5,0
155585,0.546817,-0.149291,-0.502764,-1.254803,-0.143937,0.227913,-1.007384,-0.189287,-1.093896,-0.128778,1.725495,0.171713,-1.581573,0.33113,1.311814,-1.384057,-1.045493,0.258348,-0.087115,1.211169,-0.180637,0.825447,1.528103,-0.867589,0.747672,-0.400861,-2.215236,0.476376,119.18,0
166337,1.943946,-0.069977,-0.071271,0.157415,0.579004,-1.442503,0.230419,-1.030751,-0.020241,-0.88383,-0.648284,0.181587,-0.617304,-1.09885,1.453509,-1.084543,-2.310457,0.568765,-0.28968,-0.029338,0.158183,1.270655,1.863798,0.253445,-1.175727,0.145964,0.589182,1.003636,5.57,0
7814,-0.709126,0.854461,0.54853,-0.922433,1.521172,1.34828,-0.733006,-0.74329,-0.592828,-0.507333,0.950538,0.425329,0.877079,0.673565,1.714527,-1.059386,0.380359,-2.173821,-1.316956,-0.074853,0.418207,-0.101816,-0.567192,-0.389418,1.369441,-0.384032,1.749242,0.794017,30.87,0
2487,0.175421,1.388591,1.230161,0.836061,-2.647253,0.729543,-0.218104,0.995858,0.256161,-0.019882,0.640904,-0.171913,-0.024277,-0.555224,-1.605409,0.567853,-0.80603,-0.200792,0.286974,-2.085218,-1.861349,-0.299739,0.454563,0.744038,-1.591314,0.636631,-0.24507,-0.883157,36.36,0
161760,-0.640388,0.02161,-0.697766,0.612039,1.24387,0.508506,-0.080465,0.989131,0.018906,0.957349,-0.636144,-0.506737,-0.988815,-0.465476,0.981397,-0.871748,-2.30456,-0.414515,-1.173729,-0.504411,2.10687,-0.888969,0.633534,-0.080215,0.372481,-0.50926,1.161346,0.426847,75.74,0
